inventory_id,product_id,warehouse_location,stock_quantity,reorder_level,last_restock_date
1465,1465,C7,2,5,2025-12-03
1466,1466,B5,1,5,2025-12-03
1467,1467,B8,1,5,2024-10-24
1468,1468, C11 ,1197,215,2026-01-18
1469,1469,A4,0,18,2025-01-24
1470,1470,D6,903,162,2026-02-05
1471,1471,B1,1206,217,2025-03-21
1472,1472, C11 ,1265,227,2024-11-21
1473,1473,C8,0,27,2025-11-05
1474,1474,D5,1,5,2026-08-05
1475,1475,D11,1701,306,2024-09-06
1476,1476,C12,527,94,2024-09-11
1477,1477,B4,1,5,2024-12-26
1478,1478,C3,129,23,2024-11-21
1479,1479,D3,1038,186,2026-01-15
1480,1480,C2,1535,276,2025-11-27
1481,1481,A10,534,96,2024-10-20
1482,1482,C8,183,32,2024-11-30
1483,1483,C1,53,9,2026-02-27
1484,1484,C11,1115,200,2024-12-14
1485,1485,A3,11,5,2024-11-02
1486,1486,C5,3,5,2024-10-19
1487,1487,D1,31,5,2026-03-03
1488,1488,D9,0,12,2026-06-24
1489,1489,D12,12,5,2026-04-25
1490,1490,C11,1,5,2024-09-19
1491,1491,C11,3,5,2025-02-08
1492,1492,D4 ,1838,330,2026-03-10
1493,1493,B9,564,101,2026-02-25
1494,1494,A3,1506,271,2024-12-16
1495,1495,A10,1295,233,2026-02-25
1496,1496,D1,0,14,2025-03-10
1497,1497,A10,1806,325,2026-08-06
1498,1498,C11,67,12,2026-06-19
1499,1499,D8,0,26,2026-05-28
1500,1500,B1,66,11,2025-07-03
1501,1501,D4,110,19,2025-09-05
1502,1502,C7,558,100,2025-12-06
1503,1503,D12,1485,267,2024-12-01
1504,1504,A7,1277,229,2025-10-27
1505,1505,B4,22,5,2026-02-03
1506,1506,A12,1116,200,2024-10-12
1507,1507,B12,1835,330,2025-01-17
1508,1508,D11,1646,296,2026-04-18
1509,1509,C9,147,26,2025-06-17
1510,1510,A6,196,35,2024-11-23
1511,1511,D10,1,5,2025-03-23
1512,1512,C1,1446,260,2025-12-11
1513,1513,B2,107,19,2025-11-20
1514,1514,D7,177,31,2025-11-20
1515,1515,D10,1835,330,2025-05-16
1516,1516,A6,1938,348,2026-01-15
1517,1517,A12,1786,321,2026-02-23
1518,1518,B8 ,160,28,2026-01-23
1519,1519,A1,570,102,2026-03-25
1520,1520,C9,1,5,2025-02-01
1521,1521,A1,1179,212,2026-06-01
1522,1522,C6,1456,262,2025-04-07
1523,1523,C12,1909,343,2025-02-17
1524,1524,A8,125,22,2025-11-05
1525,1525,A4,681,122,2026-07-25
1526,1526,C5,1,5,2025-02-17
1527,1527,C6,164,29,2024-12-28
1528,1528,D9,3,5,2024-10-16
1529,1529,B3,1070,192,2025-07-03
1530,1530,A9,1010,181,2026-05-17
1531,1531,D7,1,5,2026-05-15
1532,1532,A4,147,26,2026-02-21
1533,1533,B11,1126,202,2025-02-18
1534,1534,A8,0,16,2025-08-30
1535,1535,A11,91,16,2024-11-28
1536,1536, D8 ,0,13,2025-10-03
1537,1537,A9,3,5,2026-07-18
1538,1538,C3,1786,321,2026-02-28
1539,1539,C9,957,172,2025-06-30
1540,1540,A3,1232,221,2025-11-22
1541,1541,C8,196,35,2025-10-25
1542,1542,D10,1493,268,2025-11-28
1543,1543,C2,1341,241,2024-10-27
1544,1544,D2,1758,316,2025-11-18
1545,1545,C6,164,29,2025-10-14
1546,1546,D3,1209,217,2026-08-06
1547,1547,D1,1313,236,2024-10-17
1548,1548,A2,128,23,2025-05-22
1549,1549,B11,121,21,2026-04-20
1550,1550,C6,0,23,2025-06-21
1551,1551,A9,1340,241,2026-08-06
1552,1552,C5,45,8,2024-10-11
1553,1553,C6,0,14,2024-09-01
1554,1554,B5,642,115,2026-01-03
1555,1555,D10,2,5,2026-07-06
1556,1556,B4,1,5,2024-10-26
1557,1557,C4,1537,276,2025-12-14
1558,1558,D12,101,18,2025-07-30
1559,1559,C2,168,30,2025-09-18
1560,1560,D4,54,9,2025-12-24
1561,1561,C4,2,5,2025-01-08
1562,1562,D10,723,130,2025-09-01
1563,1563,B5,1738,312,2025-12-14
1564,1564,A2,3,5,2024-12-23
1565,1565,C12,3,5,2025-05-26
1566,1566,A9 ,1,5,2025-07-15
1567,1567,A10,142,25,2024-10-11
1568,1568,C3,1127,202,2026-08-06
1569,1569,A11,33,5,2024-09-26
1570,1570,A11,23,5,2024-11-27
1571,1571,A10,1785,321,2025-12-21
1572,1572,B4,81,14,2024-10-16
1573,1573,C7,136,24,2026-06-16
1574,1574,A9,900,162,2026-07-16
1575,1575,C4,2,5,2025-08-11
1576,1576,C7,2,5,2025-11-19
1577,1577,D3,120,21,2026-05-08
1578,1578,C6,726,130,2025-01-16
1579,1579,B4,943,169,2025-06-14
1580,1580,D8,127,22,2026-05-07
1581,1581,A4,3,5,2025-04-28
1582,1582,B12,1057,190,2026-06-06
1583,1583,C2,42,7,2025-12-08
1584,1584,D7,1353,243,2026-01-17
1585,1585,D9,888,159,2025-11-11
1586,1586,A8,176,31,2026-02-21
1587,1587,C5,1050,189,2026-04-23
1588,1588,D5,138,24,2026-07-31
1589,1589,C5 ,1004,180,2024-12-29
1590,1590,B1,0,19,2026-08-06
1591,1591,B2,156,28,2026-03-21
1592,1592,A8,168,30,2025-09-06
1593,1593,A8,2,5,2025-06-05
1594,1594,B12,900,162,2025-06-23
1595,1595,B9,139,25,2025-11-16
1596,1596,B1,646,116,2025-12-26
1597,1597,A2,21,5,2025-12-16
1598,1598,D7,107,19,2025-01-14
1599,1599,A9,3,5,2025-10-01
1600,1600,C8,768,138,2025-09-04
1601,1601,C1,3,5,2024-12-28
1602,1602,C4,944,169,2025-05-14
1603,1603,B6,3,5,2025-11-25
1604,1604,A3,1643,295,2026-05-24
1605,1605,D2,193,34,2025-04-15
1606,1606,C1,178,32,2025-02-10
1607,1607,D11,3,5,2024-11-19
1608,1608,B5,1203,216,2025-11-18
1609,1609,C2,2,5,2026-01-06
1610,1610,C8,1966,353,2024-12-05
1611,1611,B3,887,159,2025-11-30
1612,1612,B5,1418,255,2026-07-19
1613,1613,D9 ,1304,234,2025-12-19
1614,1614,C8,2,5,2025-11-11
1615,1615,B7,0,30,2024-10-29
1616,1616,B1,92,16,2026-08-06
1617,1617,B7,1111,199,2025-07-20
1618,1618,C2,584,105,2025-09-06
1619,1619,B9,1167,210,2026-03-30
1620,1620,C8,1436,258,2025-07-22
1621,1621,A1,16,5,2025-09-27
1622,1622,B11,18,5,2026-03-18
1623,1623,C1,0,17,2024-12-10
1624,1624,C1,0,26,2024-12-31
1625,1625,C6,911,163,2025-03-10
1626,1626,D6,1215,218,2025-10-23
1627,1627,A6,1,5,2025-11-26
1628,1628,B8,127,22,2026-03-03
1629,1629,D10,195,35,2025-04-24
1630,1630,B12,0,10,2024-12-14
1631,1631,D10,2,5,2025-06-03
1632,1632,A12,1428,257,2024-12-29
1633,1633,A1,1559,280,2025-02-04
1634,1634,B11,705,126,2024-10-12
1635,1635,D2,1721,309,2024-10-05
1636,1636,B5 ,124,22,2024-12-14
1637,1637,D12,1,5,2025-04-12
1638,1638,C2,2,5,2026-07-07
1639,1639,C4,922,165,2025-08-01
1640,1640,C3,149,26,2024-11-20
1641,1641, C7 ,2,5,2024-12-07
1642,1642, B12 ,136,24,2025-02-25
1643,1643,B8,1985,357,2026-05-26
1644,1644,A9,885,159,2025-04-09
1645,1645,C7,1575,283,2026-06-28
1646,1646,B8,1662,299,2024-10-01
1647,1647, B9 ,-2,30,2026-04-17
1648,1648,D9 ,941,169,2025-07-09
1649,1649,B9,1478,266,2026-05-22
1650,1650,C1,157,28,2026-01-16
1651,1651,C1,1736,312,2025-02-16
1652,1652,D3,3,5,2025-05-05
1653,1653,C5 ,2,5,2025-12-18
1654,1654, C10 ,1512,272,2025-01-16
1655,1655,B4,2,5,2025-12-20
1656,1656,C12,137,24,2025-10-28
1657,1657,B2,18,5,2025-04-25
1658,1658,B2,1,5,2025-12-25
1659,1659,B12,43,7,2026-06-09
1660,1660,C5,1,5,2026-05-21
1661,1661,C2,1891,340,2025-09-03
1662,1662,A11,600,108,2026-01-01
1663,1663,C4,1073,193,2025-05-08
1664,1664,D11,186,33,2025-01-16
1665,1665,B10,1535,276,2025-11-25
1666,1666,C10,1882,338,2025-02-06
1667,1667,D2,51,9,2025-02-21
1668,1668,B5,71,12,2026-01-06
1669,1669,B6,3,5,2026-05-07
1670,1670,B6,930,167,2025-09-24
1671,1671,B9,1,5,2024-10-30
1672,1672,D9,3,5,2025-12-11
1673,1673,A6,113,20,2026-02-11
1674,1674,B2,1230,221,2026-06-19
1675,1675,A1,1,5,2025-10-30
1676,1676,C2,137,24,2025-10-10
1677,1677,B9,145,26,2025-12-20
1678,1678,B7,1,5,2025-09-09
1679,1679,A8,1954,351,2024-12-11
1680,1680,B3,25,5,2026-03-22
1681,1681,C12,858,154,2025-11-15
1682,1682,A2,919,165,2025-03-10
1683,1683,D11,149,26,2026-07-23
1684,1684,B8,3,5,2026-04-26
1685,1685,A5,93,16,2025-04-26
1686,1686,D11,132,23,2024-09-10
1687,1687,B8,3,5,2026-07-31
1688,1688,A1,605,108,2024-11-30
1689,1689,A7,1319,237,2025-04-24
1690,1690,A8,1401,252,2024-12-14
1691,1691,A7 ,521,93,2026-05-12
1692,1692,D2,3,5,2025-04-19
1693,1693,D7,1182,212,2025-02-22
1694,1694,D7,182,32,2025-07-24
1695,1695,C5,1572,282,2026-08-06
1696,1696,A3 ,1223,220,2025-09-28
1697,1697,B5,1,5,2024-09-21
1698,1698,C7,1744,313,2025-11-10
1699,1699,B4,1567,282,2025-10-11
1700,1700,A3,77,13,2024-10-26
1701,1701,A11,32,5,2026-04-23
1702,1702,A11,2,5,2024-11-09
1703,1703,D12,1161,208,2024-10-03
1704,1704,B7,1161,208,2026-01-01
1705,1705,B5,2,5,2025-08-06
1706,1706,A2,2,5,2024-10-24
1707,1707,D7,1358,244,2025-10-15
1708,1708, A10 ,72,12,2025-05-10
1709,1709,A2,161,28,2026-01-20
1710,1710,C1,18,5,2024-10-06
1711,1711,A1,127,22,2025-04-10
1712,1712,C10,1679,302,2025-08-18
1713,1713,C5,1317,237,2025-10-27
1714,1714,A7,24,5,2025-12-16
1715,1715,D7,3,5,2025-05-25
1716,1716,A5,191,34,2024-12-09
1717,1717,A12,103,18,2025-06-12
1718,1718,B8,0,20,2025-03-19
1719,1719,B7,1988,357,2025-12-29
1720,1720,C12,735,132,2024-10-27
1721,1721,D10,76,13,2026-07-12
1722,1722,D11 ,1804,324,2026-05-21
1723,1723,B6,2,5,2025-03-15
1724,1724,B10,626,112,2024-11-29
1725,1725,B11,1,5,2025-11-13
1726,1726, A3 ,1458,262,2026-07-23
1727,1727,B3,1944,349,2026-06-07
1728,1728,B8,93,16,2024-11-29
1729,1729,B4,95,17,2025-06-29
1730,1730,A6 ,1625,292,2025-11-09
1731,1731,A11,786,141,2026-04-03
1732,1732,C11,-2,5,2025-07-02
1733,1733,B7,51,9,2025-07-07
1734,1734,A5,1270,228,2025-10-06
1735,1735,C10,595,107,2026-07-24
1736,1736,B8,3,5,2025-02-01
1737,1737, B2 ,0,15,2025-11-28
1738,1738,D10,676,121,2026-07-02
1739,1739,A9,609,109,2025-07-01
1740,1740,B8,996,179,2025-03-31
1741,1741,D10,3,5,2025-03-06
1742,1742,D6,30,5,2025-11-10
1743,1743,A2,163,29,2025-07-27
1744,1744,C11,195,35,2026-04-07
1745,1745,D5,55,9,2025-02-17
1746,1746,A4,574,103,2026-08-06
1747,1747,A5,177,31,2026-05-02
1748,1748,B4,174,31,2025-04-14
1749,1749,D7,94,16,2026-04-25
1750,1750,B3,1674,301,2026-08-06
1751,1751,C5,39,7,2026-08-06
1752,1752,D9,1,5,2025-03-27
1753,1753,D6,2,5,2025-09-21
1754,1754,C12,2,5,2025-09-04
1755,1755,D5,197,35,2025-12-21
1756,1756,C3,861,154,2024-10-09
1757,1757,C1,14,5,2026-03-07
1758,1758,B10,2,5,2024-12-15
1759,1759,A11,145,26,2025-07-04
1760,1760,C2,612,110,2025-11-09
1761,1761,B10,758,136,2025-07-19
1762,1762,B11,3,5,2024-10-29
1763,1763,A2,1957,352,2025-05-18
1764,1764,C9,1,5,2025-07-14
1765,1765,C9 ,192,34,2025-08-09
1766,1766,C9,1348,242,2026-07-20
1767,1767,A2,123,22,2025-06-11
1768,1768,A12,178,32,2025-11-01
1769,1769,D5,97,17,2024-11-07
1770,1770,A9,119,21,2024-12-18
1771,1771,D10 ,1,5,2024-10-21
1772,1772,C12,1127,202,2025-07-25
1773,1773,B4,148,26,2025-09-22
1774,1774,C5,873,157,2026-06-16
1775,1775,C10,168,30,2025-12-11
1776,1776,B5,554,99,2024-12-08
1777,1777,D4,1980,356,2024-10-27
1778,1778,D10,1,5,2024-11-12
1779,1779,D3,26,5,2024-10-11
1780,1780,D1,3,5,2026-07-26
1781,1781,A7,733,131,2025-12-11
1782,1782,D2,1441,259,2024-10-26
1783,1783,D4,1085,195,2024-11-28
1784,1784,B2,828,149,2025-12-13
1785,1785,B7,1644,295,2025-01-22
1786,1786,A8,782,140,2025-10-02
1787,1787,D1 ,128,23,2024-11-17
1788,1788,A11,39,7,2026-05-21
1789,1789,C1,1,5,2025-10-27
1790,1790,B2,157,28,2025-03-29
1791,1791,A10,1502,270,2026-06-08
1792,1792,D7,1640,295,2025-09-04
1793,1793,A12,168,30,2025-10-31
1794,1794,B11,0,24,2025-05-01
1795,1795,C12,677,121,2024-11-30
1796,1796,D9,1450,261,2024-12-19
1797,1797,A11,3,5,2025-07-20
1798,1798,C9,1237,222,2025-12-10
1799,1799,B1,1247,224,2024-12-07
1800,1800,B9,1775,319,2024-11-03
1801,1801,A11,101,18,2025-09-25
1802,1802,B1,0,21,2024-11-28
1803,1803,D3 ,135,24,2025-06-05
1804,1804,C1,1,5,2025-10-24
1805,1805,C10,109,19,2025-08-23
1806,1806,C11,2,5,2026-05-05
1807,1807,C10,839,151,2024-10-14
1808,1808,B8,33,5,2026-05-30
1809,1809,B8,183,32,2025-11-17
1810,1810,B9,1293,232,2024-11-23
1811,1811,D7,1584,285,2024-11-08
1812,1812,C11,28,5,2026-04-26
1813,1813,B2,1479,266,2024-09-18
1814,1814,A3,94,16,2025-10-02
1815,1815,C3,1010,181,2026-05-29
1816,1816,C10,1,5,2026-06-30
1817,1817,A12,101,18,2025-11-19
1818,1818,A4,176,31,2026-07-16
1819,1819,C7,986,177,2025-11-01
1820,1820,A3,104,18,2026-06-05
1821,1821,D10,126,22,2026-04-01
1822,1822,D2,1942,349,2024-10-19
1823,1823,A9,1586,285,2025-05-31
1824,1824,B3,0,14,2025-05-23
1825,1825,A5,1324,238,2025-04-20
1826,1826, A9 ,1929,347,2026-08-06
1827,1827,C12,1693,304,2024-11-05
1828,1828,A3,2,5,2025-01-05
1829,1829,B12,3,5,2024-11-28
1830,1830,C3,859,154,2025-10-22
1831,1831,A1,1,5,2026-04-24
1832,1832,A9,52,9,2024-12-14
1833,1833,A6,0,26,2025-10-23
1834,1834,B1,2,5,2024-12-05
1835,1835, C5 ,152,27,2024-10-24
1836,1836,B1,1464,263,2024-11-03
1837,1837,A4,1703,306,2025-06-27
1838,1838,A7,0,11,2024-12-06
1839,1839,D9,699,125,2024-11-13
1840,1840,B8,114,20,2025-06-22
1841,1841,D6,38,6,2025-12-23
1842,1842,D4,2,5,2025-10-12
1843,1843,C3,114,20,2025-09-07
1844,1844,B10,125,22,2025-07-17
1845,1845,C8,145,26,2025-09-27
1846,1846,C10,153,27,2026-05-14
1847,1847,C12 ,3,5,2024-09-20
1848,1848,A9,117,21,2025-07-11
1849,1849,B2,183,32,2026-05-24
1850,1850,A2,1032,185,2025-09-20
1851,1851,A4,3,5,2024-12-07
1852,1852,C8,1630,293,2025-01-17
1853,1853,A4,-2,309,2025-11-10
1854,1854,D9,156,28,2026-03-09
1855,1855,A2,1645,296,2026-04-24
1856,1856,A1,0,26,2025-09-08
1857,1857,B1,1241,223,2026-03-15
1858,1858,A1,1608,289,2025-02-01
1859,1859,A7,152,27,2025-10-04
1860,1860,A1,155,27,2026-03-27
1861,1861,A7,-2,5,2026-06-30
1862,1862,C9 ,965,173,2026-03-18
1863,1863,D11,76,13,2026-05-02
1864,1864,B6,57,10,2026-05-03
1865,1865,A6,1500,270,2025-02-09
1866,1866,D2,3,5,2025-03-24
1867,1867,A1,1451,261,2026-03-17
1868,1868,A11,1344,241,2026-06-20
1869,1869,C5,1033,185,2026-03-15
1870,1870,B1,145,26,2024-12-16
1871,1871,D6,3,5,2026-08-06
1872,1872,C1,1,5,2025-11-18
1873,1873,B12,186,33,2025-08-14
1874,1874,A5,552,99,2026-07-16
1875,1875,B2,131,23,2026-05-10
1876,1876,A8,832,149,2025-11-08
1877,1877,D10,0,19,2025-04-16
1878,1878,B10,172,30,2025-07-02
1879,1879,B11,3,5,2025-10-08
1880,1880, D10 ,12,5,2025-11-14
1881,1881,C2,128,23,2025-12-06
1882,1882,D1,197,35,2025-11-21
1883,1883,C8,697,125,2026-05-31
1884,1884,A2,75,13,2024-11-15
1885,1885,A11,0,10,2026-07-16
1886,1886,D11,0,24,2024-12-23
1887,1887,C11,160,28,2025-02-10
1888,1888,C1,758,136,2026-04-23
1889,1889,C9,113,20,2025-06-14
1890,1890,A3,75,13,2025-11-23
1891,1891, C5 ,127,22,2025-11-16
1892,1892,A12,102,18,2024-11-08
1893,1893,A11,111,19,2025-05-31
1894,1894,B8,517,93,2026-06-24
1895,1895,A12,1910,343,2024-10-20
1896,1896,D1,1269,228,2025-12-07
1897,1897,C2,1637,294,2025-08-18
1898,1898,B5,11,5,2024-09-02
1899,1899,D3,37,6,2025-08-30
1900,1900,D1,1093,196,2025-05-25
1901,1901,D4,55,9,2025-11-14
1902,1902,D12,15,5,2024-12-19
1903,1903,A5,1065,191,2025-04-12
1904,1904, A9 ,86,15,2025-11-12
1905,1905,A3,964,173,2026-02-26
1906,1906,D6,1602,288,2025-03-26
1907,1907,B7,1,5,2025-12-13
1908,1908,A7,1541,277,2025-07-21
1909,1909,A7,28,5,2025-09-22
1910,1910,B5 ,2,5,2025-10-25
1911,1911,B1,1114,200,2024-12-24
1912,1912,A4,166,29,2025-03-11
1913,1913,C3,709,127,2026-03-07
1914,1914,C2,1296,233,2025-06-18
1915,1915,A7,0,18,2025-04-07
1916,1916,D3,1585,285,2024-11-10
1917,1917,B3,190,34,2024-12-17
1918,1918, B2 ,0,10,2025-10-03
1919,1919,D7,2,5,2025-08-09
1920,1920,D9,113,20,2026-08-06
1921,1921,C1,111,19,2024-12-31
1922,1922,C8,148,26,2024-12-21
1923,1923,B9,137,24,2025-12-11
1924,1924,A10,139,25,2025-05-05
1925,1925,B2 ,1168,210,2025-03-11
1926,1926,A7,871,156,2024-10-13
1927,1927,C1,1403,252,2025-11-22
1928,1928,A4,86,15,2026-04-18
1929,1929,D11,2,5,2026-08-06
1930,1930,A11,1,5,2025-07-03
1931,1931,A4,192,34,2025-11-22
1932,1932,D7,161,28,2024-12-02
1933,1933,C2,1759,316,2026-02-13
1934,1934,A7,1513,272,2025-03-25
1935,1935,A8,118,21,2026-04-28
1936,1936,B5,1032,185,2026-04-11
1937,1937,A8,723,130,2024-11-06
1938,1938,D6,635,114,2025-11-23
1939,1939,B6 ,51,9,2026-04-28
1940,1940,B8,49,8,2025-09-28
1941,1941,B12,174,31,2025-12-02
1942,1942,C6,18,5,2024-12-28
1943,1943, B10 ,3,5,2025-11-02
1944,1944,C8,2,5,2025-11-20
1945,1945,D1,111,19,2025-02-06
1946,1946,D6,85,15,2026-06-24
1947,1947,A8,2,5,2025-06-20
1948,1948,B8,3,5,2025-12-22
1949,1949,D4,141,25,2024-11-07
1950,1950,A10,1,5,2024-09-19
1951,1951,B12,670,120,2026-07-25
1952,1952,D10,888,159,2025-12-09
1953,1953,D6,2,5,2024-11-20
1954,1954,A11,123,22,2025-10-08
1955,1955,C8,2,5,2024-11-03
1956,1956,D4,1,5,2026-02-24
1957,1957,D9,1,5,2025-05-28
1958,1958,B10,2,5,2024-10-07
1959,1959,A1,46,8,2024-09-19
1960,1960,B12,530,95,2025-01-13
1961,1961,A6,3,5,2024-12-18
1962,1962,D11 ,1,5,2026-08-06
1963,1963,B9,186,33,2026-07-06
1964,1964,B12,67,12,2026-05-20
1965,1965,B4,3,5,2025-05-19
1966,1966,C7,515,92,2024-09-27
1967,1967,C8,1544,277,2025-05-18
1968,1968,D6 ,1238,222,2026-02-08
1969,1969,C10,1637,294,2024-11-01
1970,1970,D6,2,5,2024-12-10
1971,1971,D8,670,120,2025-02-21
1972,1972,A3,1299,233,2024-10-11
1973,1973,A3,87,15,2025-04-29
1974,1974,A6,2,5,2025-04-26
1975,1975,D12,19,5,2025-07-14
1976,1976,B8,2,5,2024-10-05
1977,1977,D4,1,5,2024-12-22
1978,1978,D6,166,29,2025-09-17
1979,1979,C9,0,10,2026-04-03
1980,1980,B5,200,36,2024-11-26
1981,1981,C10,11,5,2024-11-01
1982,1982,B5,1701,306,2024-10-23
1983,1983,D10,1733,311,2025-08-29
1984,1984,C1,918,165,2024-12-15
1985,1985,B11,0,13,2025-05-19
1986,1986,A12,84,15,2025-05-07
1987,1987,D8,1382,248,2024-11-04
1988,1988,B5,1,5,2026-07-16
1989,1989,C10,126,22,2025-11-18
1990,1990,B8,23,5,2026-02-06
1991,1991,B8,1398,251,2025-12-17
1992,1992,D11,1387,249,2025-07-07
1993,1993,B6,1137,204,2026-07-20
1994,1994,D6,645,116,2025-04-03
1995,1995,B6,12,5,2026-07-17
1996,1996,C5,101,18,2025-11-15
1997,1997,C6,191,34,2025-06-09
1998,1998,D2,16,5,2025-12-10
1999,1999,C9,36,6,2026-04-11
2000,2000,B8,2,5,2026-06-10
